Cat,NGC/IC,RAJ2000,DEJ2000,N,Note,qPos
N,207,9.9191666666666653,-14.2372222222222202,3, ,d
I,207,32.4141666666666622,-6.9230555555555546,2,*,d
I,208,32.1158333333333289,6.3945833333333324,5, ,c
N,208,10.0733333333333319,2.7558333333333330,4, ,d
N,209,9.7654666666666653,-18.6086527777777752,5, ,b
I,209,32.2441666666666622,-7.0588888888888879,3,*,d
N,210,10.1451666666666653,-13.8732499999999981,5, ,c
I,210,32.3679166666666622,-9.6799999999999987,3,*,d
I,211,32.7837083333333288,3.8521666666666661,5, ,c
N,211,9.9146249999999986,3.4424444444444440,5,*,c
I,212,33.4093791666666620,16.5939972222222199,2, ,b
N,212,10.0545833333333319,-56.1524999999999922,2, ,d
I,213,33.5177499999999953,16.4557499999999977,6, ,c
N,213,10.2914999999999986,16.4689722222222199,5,*,c
I,214,33.5236249999999953,5.1731944444444437,6, ,c
N,214,10.3666666666666652,25.4994999999999965,5, ,c
I,214,33.5256666666666620,5.1763888888888882,1, ,c
I,215,33.5392083333333287,-6.8066111111111102,2, ,c
N,215,10.2029166666666652,-56.2141666666666589,2, ,d
I,216,33.9808333333333286,-2.0151944444444442,2, ,c
N,216,10.3616666666666652,-21.0452777777777749,3, ,d
I,217,34.0442916666666619,-11.9258888888888872,3,*,c
N,217,10.3912499999999986,-10.0219444444444431,2,*,d
I,218,34.2802499999999952,1.2821388888888887,3, ,c
N,218,10.4363749999999986,36.3592499999999950,3, ,c
I,219,34.6577499999999952,-6.8957499999999990,1, ,c
I,219,34.6618749999999952,-6.9038333333333324,3, ,c
N,219,10.5471249999999985,0.90424999999999987441,4,*,c
I,220,34.7994583333333285,-12.7816388888888871,2, ,c
N,220,10.1270833333333319,-73.4033333333333231,3, ,d
N,221,10.6745416666666652,40.8650555555555499,10, ,c
I,221,35.6707083333333284,28.2567222222222183,5, ,c
I,222,35.6999583333333284,11.6378333333333317,4, ,c
N,222,10.1845833333333319,-73.3849999999999898,3, ,d
N,223,10.5663333333333319,0.84538888888888877147,8,*,c
I,223,35.5041666666666617,-20.7449999999999971,2, ,d
N,224,10.6845791666666652,41.2689027777777720,11, ,b
I,224,36.1886249999999950,-12.5642777777777760,3, ,c
I,225,36.6179333333333282,1.1603972222222221,6, ,b
N,225,10.9124999999999985,61.7749999999999914,3, ,e
N,226,10.7253749999999985,32.5801666666666621,5, ,c
I,226,36.9408749999999949,28.2089999999999961,4, ,c
N,227,10.6535416666666652,-1.5292222222222220,7, ,c
I,227,37.0149166666666615,28.1750277777777739,5, ,c
N,228,10.7270416666666652,23.5031666666666634,4, ,c
I,228,36.6737499999999949,-14.5158333333333313,2, ,d
N,229,10.7694999999999985,23.5090833333333301,4, ,c
I,229,36.8416666666666615,-23.8133333333333300,1,*,e
I,230,37.1968749999999948,-10.8313888888888874,3, ,c
N,230,10.6133333333333319,-23.6291666666666634,2, ,d
I,231,37.4848791666666615,1.1788888888888887,5, ,b
N,231,10.2770833333333319,-73.3522222222222120,3, ,d
I,232,37.7981541666666614,1.2654944444444443,5, ,b
N,232,10.6900416666666652,-23.5615277777777745,3, ,c
I,233,37.9231249999999947,2.7988888888888885,1,*,c
N,233,10.9024166666666652,30.5868055555555513,5, ,c
I,233,37.9194999999999947,2.8099444444444441,4,*,c
N,234,10.8848749999999985,14.3424444444444425,5, ,c
I,234,37.9070833333333281,-0.13944444444444442508,4, ,d
N,235,10.7233333333333318,-23.5454444444444412,4, ,c
I,235,38.2112083333333280,20.6419999999999971,5, ,c
N,235,10.7192083333333318,-23.5411944444444412,3, ,c
I,236,38.2326083333333280,-0.13131944444444442621,2, ,b
N,236,10.8644583333333318,2.9577499999999996,5, ,c
I,237,38.3814999999999947,1.1394444444444443,4, ,c
N,237,10.8662916666666652,-0.12480555555555553822,6, ,c
I,238,38.8448333333333279,12.8376666666666649,5, ,c
N,238,10.8574999999999985,-50.1834722222222153,3, ,c
I,239,39.1162083333333279,38.9689444444444390,6, ,c
N,239,11.1562499999999985,-3.7599999999999995,2, ,d
N,240,11.2579583333333318,6.1127499999999992,5, ,c
I,240,39.7433333333333278,41.7188888888888831,2,*,d
I,241,39.4767083333333279,2.3273611111111108,4, ,c
N,241,10.8799999999999985,-73.4402777777777676,3, ,d
N,241,10.8833333333333318,-73.4433333333333231,1, ,e
N,242,10.8962499999999985,-73.4449999999999898,2, ,d
I,242,39.5999999999999945,-6.9338888888888879,2,*,d
I,243,39.6340749999999945,-6.9024166666666657,3,*,b
N,243,11.5035833333333317,29.9591944444444403,5, ,c
I,244,39.8529583333333278,2.7277499999999996,3, ,c
N,244,11.4438749999999984,-15.5974166666666645,4, ,c
I,245,39.7271666666666611,-14.3063055555555536,2, ,c
N,245,11.5229166666666651,-1.7232777777777775,6, ,c
I,246,40.1191916666666611,2.4784972222222219,4, ,b
N,246,11.7642499999999984,-11.8720277777777761,3, ,c
I,247,40.0366124999999944,-11.7341277777777761,2, ,b
N,247,11.7854166666666650,-20.7601666666666638,1, ,c
N,247,11.7849166666666650,-20.7597499999999971,8, ,c
I,248,40.3571249999999944,17.8118888888888864,5, ,c
N,248,11.3584999999999984,-73.3840555555555454,2, ,c
N,248,11.3512499999999984,-73.3797222222222120,2, ,d
N,248,11.3487499999999984,-73.3763888888888787,2, ,d
I,249,40.2604166666666611,-6.9363888888888879,4,*,c
N,249,11.3833333333333318,-73.0799999999999899,2, ,e
N,250,11.8167499999999984,7.9097222222222211,4,*,c
I,250,40.2259999999999944,-13.3139444444444426,2, ,c
I,251,40.3074041666666611,-14.9581027777777757,3, ,b
N,251,11.9751249999999983,19.5965555555555528,5, ,c
I,252,40.4375833333333277,-14.8490555555555535,2, ,c
N,252,12.0066666666666650,27.6234999999999962,6,*,c
I,253,40.5236416666666610,-15.0471222222222201,4, ,b
N,253,11.8876666666666650,-25.2882777777777743,8, ,c
I,254,40.5202083333333277,-15.1072222222222201,2, ,c
N,254,11.8649999999999984,-31.4211111111111067,3, ,d
I,255,41.7637499999999942,16.2880555555555533,2, ,d
N,255,11.9470833333333317,-11.4683333333333317,3, ,d
I,256,42.4176249999999941,46.9547222222222157,2,*,c
I,256,42.3942916666666608,46.9518611111111046,1,*,c
I,256,42.4179166666666608,46.9552777777777713,1,*,d
N,256,11.4724999999999984,-73.5069444444444342,3, ,d
I,256,42.4170833333333274,46.9544444444444379,1,*,d
I,257,42.4395416666666608,46.9761388888888824,7,*,c
N,257,12.0066666666666650,8.2965555555555544,5, ,c
I,257,42.4446666666666608,46.9641666666666601,1,*,c
N,258,12.0538333333333317,27.6565694444444406,4,*,b
I,258,42.4415833333333274,41.0516944444444387,3,*,c
I,259,42.4202958333333274,41.0550694444444387,3,*,b
N,259,12.0137499999999983,-2.7761111111111107,3, ,d
I,260,42.7538749999999941,46.9546944444444379,6,*,c
I,260,42.7116666666666607,46.9632499999999935,1,*,c
N,260,12.1449166666666650,27.6920277777777739,5,*,c
I,261,42.2670666666666608,-14.4707499999999980,2, ,b
N,261,11.6166666666666651,-73.1016666666666565,2, ,e
N,262,12.1964416666666650,31.9568499999999956,8, ,b
I,262,42.9302499999999940,42.8281666666666607,4, ,c
I,263,42.4164583333333274,-0.06977777777777776809,2,*,c
N,263,12.2016666666666650,-13.1074999999999982,2, ,d
I,264,42.1985416666666608,-0.10886111111111109599,1,*,c
N,264,12.0874999999999983,-38.2344444444444391,2, ,d
I,265,43.6833749999999939,41.6553833333333275,3, ,b
N,265,11.7954166666666650,-73.4774999999999898,3, ,d
N,266,12.4498749999999983,32.2775277777777733,5, ,c
I,266,43.7696249999999939,42.2630277777777719,2, ,c
I,267,43.4591666666666606,12.8489722222222204,5, ,c
N,267,12.0083333333333317,-73.2733333333333232,2, ,e
I,268,43.8619583333333272,-14.1032777777777758,3, ,c
N,268,12.5391666666666649,-5.1938888888888882,3, ,d
I,269,43.8601916666666606,-14.0669111111111092,3, ,b
N,269,12.0870833333333317,-73.5308333333333231,3, ,d
I,270,43.9339249999999939,-14.2080499999999980,3, ,b
N,270,12.6349999999999982,-8.6519444444444432,3, ,d
N,271,12.6745833333333316,-1.9100555555555553,7, ,c
I,271,43.9976249999999939,-12.0083611111111094,2, ,c
I,272,44.0264166666666606,-14.1871944444444425,2, ,c
N,272,12.8499999999999982,35.8316666666666617,2, ,e
I,273,44.2947499999999938,2.7752499999999996,5, ,c
N,273,12.7016666666666649,-6.8855555555555546,3, ,d
N,274,12.7575833333333316,-7.0571388888888879,4, ,c
I,274,45.1751249999999937,44.2633333333333272,1,*,c
I,274,45.0854166666666604,44.2163888888888827,1,*,d
I,274,45.0845833333333271,44.2288888888888827,1,*,d
I,274,45.0737499999999937,44.2266666666666605,1,*,d
I,275,45.2445374999999937,44.3500111111111050,2,*,b
I,275,45.2325833333333271,44.3499444444444383,2,*,c
N,275,12.7684166666666649,-7.0656388888888879,3, ,c
I,275,45.2329166666666604,44.3458888888888827,2,*,c
N,276,13.0271666666666649,-22.6801111111111080,3,*,c
I,276,44.6720833333333271,-15.7033333333333312,2, ,d
N,277,12.8216583333333316,-8.5969111111111099,4, ,b
I,277,44.9604166666666604,2.7711666666666663,7, ,c
I,278,45.3769999999999937,37.7656944444444392,4, ,c
N,278,13.0185416666666649,47.5504722222222156,6, ,c
N,279,13.0372916666666649,-2.2182499999999997,7, ,c
I,279,45.3007916666666604,16.2089999999999977,3, ,c
I,280,45.7638333333333270,42.3586944444444386,2,*,c
N,280,13.1254999999999982,24.3503888888888855,6, ,c
I,281,46.1550416666666603,42.3623888888888830,2,*,c
N,281,13.2241666666666648,56.6247222222222144,2,*,d
I,282,46.5549583333333269,41.8490277777777720,5,*,c
N,282,13.1754166666666648,30.6386111111111069,3, ,d
N,283,13.3051958333333315,-13.1640361111111093,3, ,b
I,283,45.9599999999999936,-0.20444444444444441605,3, ,d
N,284,13.3510333333333315,-13.1590972222222204,3, ,b
I,284,46.5415416666666602,42.3716666666666608,5, ,c
N,285,13.3745458333333315,-13.1611305555555537,2, ,b
I,285,46.0258749999999936,-12.0153055555555539,2, ,c
N,286,13.3766499999999981,-13.1127166666666648,2, ,b
I,286,46.2604166666666602,-6.4922222222222213,1,*,d
I,286,46.1958333333333269,-6.4849999999999991,1,*,e
I,287,46.2408999999999936,-12.0702916666666650,2, ,b
N,287,13.3679166666666648,32.4819444444444399,3, ,d
N,288,13.1891666666666648,-26.5835277777777741,3, ,c
I,288,46.8870416666666602,42.3871666666666608,4, ,c
N,288,13.1879166666666648,-26.5850277777777741,1, ,c
N,289,13.1747916666666648,-31.2061944444444401,5, ,c
I,289,47.5802916666666601,61.3170833333333248,4, ,c
I,290,47.4282916666666601,40.9742499999999943,4,*,c
N,290,12.8112499999999982,-73.1616666666666565,3, ,d
N,291,13.3741666666666648,-8.7683333333333321,2, ,d
I,291,46.8608333333333268,-12.5872222222222205,2, ,d
I,292,47.5548333333333267,40.7659722222222166,6,*,c
N,292,13.1583333333333315,-72.7999999999999899,2, ,e
I,293,47.7340541666666600,41.1371916666666610,2,*,b
N,293,13.5666249999999981,-7.2358611111111101,3, ,c
I,294,47.7630833333333267,40.6217222222222166,3,*,c
N,294,13.2724999999999982,-73.3802777777777676,3, ,d
I,295,47.7629166666666600,40.6208333333333277,1,*,d
I,295,47.7499999999999934,40.6149999999999944,1,*,e
N,295,13.7708333333333314,31.5299999999999956,1,*,e
N,296,13.7816249999999981,31.5422777777777734,6,*,c
I,296,47.7629166666666600,40.6208333333333277,1,*,d
I,296,47.7666666666666600,40.6266666666666610,1,*,e
N,297,13.7452916666666648,-7.3500277777777768,4,*,c
I,297,48.3204166666666600,42.1133333333333275,1, ,d
N,298,13.7597083333333314,-7.3334999999999990,4,*,c
I,298,47.8270833333333267,1.3149999999999998,3, ,d
I,298,47.8312499999999934,1.3127777777777776,4, ,d
I,299,47.7607166666666600,-13.1094944444444426,2, ,b
N,299,13.3529166666666648,-72.1966666666666566,3, ,d
N,300,13.7226249999999981,-37.6842222222222170,4, ,c
I,300,48.5662499999999933,42.4152777777777719,2,*,d
I,301,48.6988749999999932,42.2223333333333275,6, ,c
N,301,14.0766666666666647,-10.6736111111111096,2,*,d
I,302,48.2142499999999933,4.7060277777777771,4, ,c
N,302,14.1053749999999980,-10.6627499999999985,1,*,c
I,303,48.1695458333333266,-11.6898361111111095,2, ,b
N,303,13.7274999999999981,-16.6532222222222199,2, ,c
N,303,13.7279999999999981,-16.6560833333333310,4, ,c
N,304,14.0255416666666647,24.1264444444444411,4, ,c
I,304,48.7555416666666599,37.8814722222222170,4, ,c
I,305,48.7659749999999932,37.8598166666666614,3, ,b
N,305,14.0854166666666647,12.0655555555555539,4,*,d
I,306,48.2495833333333266,-11.7159166666666650,2, ,c
N,306,13.5612499999999981,-72.2416666666666566,3, ,d
N,307,14.1358749999999980,-1.7718888888888886,8,*,c
I,307,48.4382916666666599,-0.24155555555555552201,6, ,c
N,308,14.1425833333333314,-1.7839166666666664,1,*,c
I,308,48.9874999999999932,41.2144444444444387,1, ,d
I,308,49.0662499999999932,41.1802777777777721,2, ,d
N,309,14.1144583333333314,-9.9318611111111097,1, ,c
I,309,49.0257916666666599,40.8041944444444388,4, ,c
N,309,14.1779166666666647,-9.9138888888888875,4, ,d
N,310,14.1999166666666647,-1.7657777777777775,1,*,c
I,310,49.1788749999999932,41.3248055555555498,6, ,c
N,311,14.3864583333333313,30.2802222222222180,6,*,c
I,311,49.1947916666666598,40.0036388888888833,3, ,c
I,312,49.5353749999999931,41.7541388888888831,5, ,c
N,312,14.0674999999999980,-52.7830555555555482,2, ,d
N,313,14.4402916666666647,30.3677222222222180,1,*,c
N,313,14.4408749999999980,30.3681944444444402,1,*,c
I,313,50.2419999999999930,41.8935555555555497,5, ,c
N,313,14.4406249999999980,30.3680277777777736,1,*,c
N,313,14.4403333333333313,30.3655833333333291,2,*,c
N,313,14.4404166666666647,30.3663888888888847,3,*,d
I,314,49.7075833333333264,-1.9732499999999997,5,*,c
N,314,14.2187499999999980,-31.9630555555555511,2, ,d
I,315,49.7889416666666598,4.0383583333333328,4, ,b
N,315,14.4541666666666647,30.3523333333333291,10,*,c
N,316,14.4683333333333313,30.3540555555555513,2,*,c
I,316,50.3335833333333263,41.9282499999999942,3, ,c
I,316,50.3333333333333263,41.9316666666666608,3, ,d
N,317,14.4130249999999980,43.8007916666666606,3, ,b
N,317,14.4184166666666647,43.7920833333333273,5, ,c
I,317,49.7311249999999931,-12.7400833333333316,2, ,c
N,318,14.5219458333333313,30.4253583333333291,5,*,b
I,318,50.1825833333333264,-14.5683888888888869,2, ,c
N,319,14.2392499999999980,-43.8384166666666606,3, ,c
I,319,50.8712499999999929,41.4161111111111054,1,*,d
I,320,51.4964583333333262,40.7888055555555499,4, ,c
N,320,14.6933333333333313,-20.8402777777777749,2, ,d
N,321,14.4134499999999980,-5.0863083333333326,3,*,b
I,321,51.1232833333333262,-14.9859027777777757,3, ,b
I,322,51.5024999999999928,3.6800277777777773,1, ,c
I,322,51.5024999999999928,3.6802777777777773,3, ,d
N,322,14.2920833333333313,-43.7266666666666606,2, ,d
N,323,14.1729166666666647,-52.9761111111111038,2, ,d
I,323,52.3895833333333261,41.8552777777777720,2,*,d
I,324,51.6174999999999928,-21.3549999999999970,4,*,d
N,324,14.3108333333333313,-40.9588888888888832,2,*,d
I,325,52.7035499999999927,-7.0467972222222212,2, ,b
N,325,14.4494999999999980,-5.1124444444444437,2,*,c
I,326,52.6526333333333260,-14.4260833333333313,2, ,b
N,326,14.5949583333333313,26.8643611111111074,3, ,c
N,326,14.5941249999999980,26.8662777777777740,3, ,c
N,326,14.5944999999999980,26.8653333333333296,3, ,c
N,327,14.4803749999999980,-5.1306944444444437,6,*,c
I,327,52.7918749999999927,-14.6923611111111091,3, ,c
I,328,52.7957916666666593,-14.6382499999999980,2, ,c
N,328,14.2387499999999980,-52.9233333333333260,2, ,d
I,329,53.0054541666666593,0.27934999999999996120,4, ,b
N,329,14.5059999999999980,-5.0715833333333326,4,*,c
I,330,53.0332499999999926,0.35294444444444439542,4, ,c
N,330,14.0779166666666647,-72.4624999999999899,3, ,d
N,331,11.7785416666666650,-2.7309722222222218,1,*,c
I,331,53.0792083333333260,0.28233333333333329412,4, ,c
N,331,14.2704166666666647,-2.7708333333333329,1,*,d
I,332,53.1558666666666593,1.3823361111111109,3, ,b
N,332,14.7046666666666646,7.1111388888888879,5, ,c
N,333,14.7136666666666646,-16.4691944444444422,3,*,c
N,333,14.7119166666666646,-16.4721666666666644,3,*,c
I,333,53.5124999999999926,-4.5849999999999994,1,*,e
I,334,56.3209999999999922,76.6374444444444338,5, ,c
N,334,14.7079166666666646,-35.1155555555555507,2, ,d
I,335,53.8787499999999925,-34.4463888888888841,4,*,d
N,335,14.8312499999999979,-18.2338888888888864,2, ,d
N,336,14.5105833333333313,-18.3857499999999974,1,*,c
I,336,54.2499999999999925,23.3999999999999968,1,*,g
N,337,15.3907499999999979,-7.5885833333333323,5, ,c
I,337,54.3890833333333258,-6.5203888888888880,1,*,c
N,337,14.9583749999999979,-7.5775555555555545,4, ,c
I,337,54.0887499999999925,-6.7152777777777768,1,*,d
I,337,54.2666666666666591,-6.7216666666666657,1,*,e
I,338,54.4086666666666591,3.1181666666666662,2, ,c
N,338,15.1518749999999979,30.6688611111111069,6, ,c
N,339,14.4392083333333313,-74.4696944444444341,1,*,c
N,339,14.4357499999999980,-74.4723333333333230,5,*,c
I,339,54.5079166666666591,-18.3980555555555530,2, ,d
N,340,15.1452499999999979,-6.8665555555555546,3, ,c
I,340,54.8708333333333257,-13.1152777777777760,2, ,d
N,341,15.1986166666666646,-9.1874972222222209,2, ,b
N,341,15.1908333333333312,-9.1858333333333321,3, ,d
I,341,54.9999999999999924,21.9999999999999969,1,*,g
N,342,15.2079624999999979,-6.7728861111111102,4, ,b
I,342,56.7024999999999921,68.0961666666666572,14, ,c
N,343,14.6002499999999980,-23.2289722222222190,1,*,c
N,343,14.5998749999999980,-23.2247222222222190,2,*,c
I,343,55.0295833333333257,-18.4433333333333308,5, ,d
I,344,55.3728333333333256,-4.6658333333333327,3, ,c
N,344,14.6057499999999980,-23.2291944444444412,2,*,c
I,344,55.3658333333333256,-4.6630555555555549,1, ,d
I,345,55.2873583333333257,-18.3141805555555530,4, ,b
N,345,15.3422083333333312,-6.8846944444444435,4, ,c
I,346,55.4361583333333256,-18.2670944444444419,6,*,b
N,346,14.7708333333333313,-72.1766666666666566,2, ,e
N,347,15.3967499999999979,-6.7339722222222213,3,*,c
I,347,55.6354166666666589,-4.2988888888888883,2, ,d
N,348,15.2154166666666646,-53.2447222222222148,2, ,d
I,348,56.1424999999999922,32.1627777777777733,1,*,d
N,349,15.4613749999999979,-6.8000833333333324,5, ,c
I,349,56.5837499999999921,23.9397222222222189,1,*,d
N,350,15.4863083333333312,-6.7960194444444435,4, ,b
I,350,56.1525833333333255,-11.8010277777777761,2, ,c
I,351,56.8872708333333254,35.0467861111111062,4, ,b
N,351,15.4911249999999978,-1.9363333333333331,6, ,c
I,352,56.9057499999999921,-8.7318333333333321,2, ,c
N,352,15.5379166666666645,-4.2455555555555550,3, ,d
N,353,15.6026666666666645,-1.9576111111111108,5, ,c
I,353,58.2499999999999919,25.7999999999999964,1,*,g
N,354,15.8186249999999978,22.3424166666666636,5, ,c
I,354,58.2499999999999919,23.0999999999999968,1,*,g
N,355,15.7790041666666645,-6.3242138888888880,2, ,b
I,355,58.4426249999999919,19.9738055555555528,4, ,c
N,356,15.7793333333333311,-6.9884444444444435,3, ,c
I,356,61.9444166666666581,69.8122777777777681,8, ,c
I,357,60.9338166666666582,22.1593055555555525,5, ,b
N,357,15.8412499999999978,-6.3386111111111102,3, ,d
I,358,60.9289041666666582,19.8948277777777750,4, ,b
N,358,16.2958333333333311,62.0205555555555469,4, ,d
N,359,16.0707499999999978,-0.76483333333333322711,6, ,c
I,359,63.1181249999999912,27.7022777777777739,4,*,c
N,360,15.7137916666666645,-65.6093611111111020,4, ,c
I,360,62.2499999999999914,26.0999999999999964,1,*,g
N,361,15.5466666666666645,-71.6066666666666567,2, ,d
I,361,64.7083333333333243,58.2499999999999919,1, ,e
I,362,64.1771416666666578,-12.2000749999999983,3, ,b
N,362,15.8080833333333311,-70.8483055555555457,2, ,c
N,363,16.5657083333333310,-16.5428055555555533,3, ,b
I,363,64.7304999999999910,3.0324722222222218,3, ,c
I,364,64.7778999999999910,3.1885138888888884,4, ,b
N,364,16.1701249999999978,-0.80291666666666655515,4, ,c
I,365,64.8089166666666577,3.3479722222222218,4, ,c
N,365,16.0779166666666644,-35.1213888888888840,3, ,d
I,366,64.9229708333333243,2.3596583333333330,3, ,b
N,366,16.6083333333333310,62.2299999999999914,2, ,e
I,367,65.1708333333333243,-14.7816666666666646,2, ,d
N,367,16.4537499999999977,-12.1286111111111094,2, ,d
I,368,65.6777874999999909,-12.6149416666666649,3, ,b
N,368,16.0904166666666644,-43.2758333333333273,2, ,d
I,369,65.8675291666666575,-11.7901111111111095,3, ,b
N,369,16.2866666666666644,-17.7586111111111086,3, ,d
N,370,16.6855833333333310,32.4305277777777733,1,*,c
N,370,16.6848333333333310,32.4278055555555511,1,*,c
N,370,16.6874583333333310,32.4270833333333288,1,*,c
N,370,16.6821666666666643,32.4284999999999955,1,*,c
N,370,16.6868749999999977,32.4274166666666622,1,*,c
N,370,16.6858333333333310,32.4283333333333288,1,*,d
I,370,66.0074999999999908,-9.3955555555555543,2, ,d
I,371,67.5524583333333240,-0.56099999999999992208,1,*,c
N,371,15.8708333333333311,-72.0566666666666567,2, ,e
N,372,16.6874583333333310,32.4270833333333288,1,*,c
N,372,16.6850833333333310,32.4286944444444399,1,*,c
N,372,16.6821666666666643,32.4284999999999955,1,*,c
N,372,16.6855833333333310,32.4305277777777733,1,*,c
I,372,67.5175833333333240,-5.0102222222222215,2, ,c
N,372,16.6868749999999977,32.4274166666666622,1,*,c
N,372,16.6858333333333310,32.4283333333333288,1,*,d
I,373,67.6783041666666573,-4.8709999999999993,2, ,b
N,373,16.7441666666666643,32.3083333333333288,2, ,d
N,374,16.7740416666666643,32.7951944444444399,6, ,c
