Cat,NGC/IC,RAJ2000,DEJ2000,N,Note,qPos
I,4707,274.9708333333332951,-16.0099999999999978,1,*,e
I,4708,273.4429166666666287,61.1566666666666582,4, ,d
N,4708,192.4224999999999733,-11.0933333333333318,4, ,d
N,4709,192.5164583333333066,-41.3824999999999943,3, ,c
I,4709,276.0795833333332950,-56.3691666666666588,2, ,d
N,4710,192.4115416666666399,15.1648055555555534,5, ,c
I,4710,277.1604166666666282,-66.9824999999999907,2, ,d
I,4711,277.0174166666666282,-64.9419444444444354,1,*,c
I,4711,277.0378333333332949,-64.9467222222222132,1,*,c
I,4711,277.0276249999999615,-64.9441944444444354,1,*,c
N,4711,192.1911666666666400,35.3328055555555506,6,*,c
I,4711,277.0279166666666282,-64.9441666666666576,2,*,d
N,4712,192.3925833333333066,25.4699444444444409,9, ,c
I,4712,277.7795833333332948,-71.6933333333333234,2, ,d
N,4713,192.4913333333333066,5.3108888888888882,8, ,c
I,4713,277.4954166666666281,-67.2241666666666573,2, ,d
N,4714,192.5800833333333066,-13.3247777777777759,5,*,c
I,4714,277.7316666666666281,-66.6524999999999907,2, ,d
N,4715,192.4911249999999733,27.8222999999999961,7, ,b
I,4715,274.1999999999999619,-18.5499999999999974,1,*,f
N,4716,192.6379583333333066,-9.4512222222222209,3, ,c
I,4716,278.1866666666666280,-56.9624999999999921,2, ,d
N,4717,192.6436666666666399,-9.4630833333333320,3, ,c
I,4717,278.3224999999999613,-57.9744444444444364,2, ,d
N,4718,192.6355833333333066,-5.2821666666666659,5,*,c
I,4718,278.4591666666666280,-60.1286111111111028,3, ,d
N,4719,192.5362916666666399,33.1590833333333287,8, ,c
I,4719,278.2987499999999613,-56.7327777777777699,2, ,d
N,4720,192.6779166666666399,-4.1561111111111105,2, ,d
I,4720,278.3858333333332947,-58.4049999999999919,2, ,d
I,4721,278.6119583333332946,-58.5338333333333252,2,*,c
I,4721,278.6032499999999613,-58.4968055555555474,5,*,c
I,4721,278.5815416666666280,-58.4896944444444363,2,*,c
N,4721,192.5824166666666399,27.3242222222222184,5, ,c
N,4722,192.8845833333333065,-13.3303611111111093,4,*,c
I,4722,278.6316666666666280,-57.7930555555555475,2, ,d
N,4723,192.7622499999999732,-13.2371111111111093,4,*,c
I,4723,278.9833333333332946,-63.3763888888888801,2, ,d
N,4724,192.7237916666666399,-14.3319722222222202,4,*,c
I,4724,279.6687499999999612,-70.1261111111111014,2, ,d
N,4725,192.6109166666666399,25.5007222222222187,10, ,c
I,4725,277.9387499999999614,-19.1122222222222196,1,*,d
I,4725,277.9499999999999614,-19.1133333333333307,2,*,e
N,4726,192.6912083333333066,-14.2684999999999980,3,*,c
I,4726,279.2462499999999612,-62.8544444444444357,2, ,d
N,4727,192.7389999999999732,-14.3323611111111091,5,*,c
I,4727,279.4845833333332945,-62.7002777777777691,2, ,d
N,4728,192.6166374999999732,27.4349583333333295,7, ,b
N,4728,192.6536666666666399,27.4834999999999962,1, ,c
N,4728,192.6555416666666399,27.4246111111111073,4, ,c
I,4728,279.4870833333332945,-62.5297222222222135,2, ,d
N,4729,192.9429166666666399,-41.1319444444444387,2,*,d
I,4729,279.9866666666666278,-67.4258333333333240,3, ,d
N,4730,193.0020833333333065,-41.1469444444444387,2,*,d
I,4730,279.7095833333332945,-63.3505555555555468,2, ,d
N,4731,192.7545833333333066,-6.3924444444444436,6, ,c
N,4731,192.8054166666666399,-6.5588888888888880,1, ,d
I,4731,279.6787499999999612,-62.9430555555555468,2, ,d
I,4732,278.4773749999999613,-22.6446666666666635,3, ,c
N,4732,192.5302499999999733,52.8498611111111038,5,*,c
N,4733,192.7787916666666399,10.9118055555555540,5, ,c
I,4733,276.6593333333332949,64.9668888888888799,2,*,c
N,4734,192.8040416666666399,4.8587777777777771,6, ,c
I,4734,279.6058333333332945,-57.4908333333333253,2, ,d
N,4735,192.7573333333333066,28.9278888888888849,6, ,c
I,4735,279.9583333333332945,-62.9561111111111024,2, ,d
N,4736,192.7210958333333066,41.1199916666666610,14,*,b
I,4736,279.6645833333332945,-57.8933333333333253,3, ,d
N,4737,192.7204083333333066,34.1568666666666619,3, ,b
I,4737,279.9945833333332944,-62.5974999999999913,2, ,d
N,4738,192.7870416666666399,28.7880833333333293,6, ,c
I,4738,280.1137499999999611,-61.9019444444444358,2, ,d
N,4739,192.9045833333333065,-8.4099999999999988,4, ,d
I,4739,280.2145833333332944,-61.9013888888888803,2, ,d
N,4740,192.7389999999999732,-14.3323611111111091,5,*,c
I,4740,280.7524999999999610,-68.3597222222222127,2, ,d
N,4741,192.7481666666666399,47.6714722222222156,5, ,c
I,4741,280.4316666666666277,-63.9483333333333245,2, ,d
I,4742,280.4691666666666277,-63.8616666666666578,3, ,d
N,4742,192.9504166666666399,-10.4549999999999985,5, ,d
N,4743,193.0649999999999732,-41.3899999999999943,2,*,d
I,4743,280.3720833333332944,-61.7722222222222136,2, ,d
I,4744,280.4779166666666277,-63.2236111111111023,2, ,d
N,4744,193.0812499999999732,-41.0602777777777721,2,*,d
N,4745,192.8584583333333065,27.4213055555555517,4, ,c
N,4745,192.8409999999999732,27.4441111111111073,2, ,c
I,4745,280.6483333333332944,-64.9430555555555465,2, ,d
N,4746,192.9803749999999732,12.0831666666666650,6, ,c
I,4746,281.4783333333332942,-72.6697222222222121,2, ,d
N,4747,192.9394166666666399,25.7745833333333298,9, ,c
I,4747,281.4887499999999609,-72.6280555555555455,2, ,d
N,4748,193.0534166666666399,-13.4111388888888870,1, ,c
N,4748,193.0516249999999732,-13.4151111111111092,2, ,c
N,4748,193.0412499999999732,-13.4127777777777759,1, ,d
I,4748,280.6916666666666277,-64.0733333333333244,2, ,d
N,4748,193.0524999999999732,-13.4138888888888870,1, ,d
N,4749,192.8026666666666399,71.6349999999999901,7, ,c
I,4749,280.7029166666666277,-63.2094444444444357,2, ,d
N,4750,192.5287083333333066,72.8746111111111010,5, ,c
I,4750,280.7612499999999610,-62.9708333333333246,2, ,d
N,4751,193.2124999999999732,-42.6599999999999941,2, ,d
I,4751,280.8329166666666277,-62.1119444444444358,2, ,d
N,4752,192.8711249999999732,13.7819722222222203,1,*,c
I,4752,280.9487499999999610,-64.0824999999999911,2, ,d
N,4753,193.0921249999999732,-1.2000833333333332,9, ,c
I,4753,280.8879166666666277,-62.1074999999999914,2, ,d
N,4754,193.0731249999999732,11.3134722222222207,5, ,c
I,4754,281.0016666666666276,-61.9894444444444358,2, ,d
I,4755,281.2558333333332943,-63.6927777777777689,2, ,d
N,4755,193.4124999999999731,-60.3616666666666583,2, ,e
N,4756,193.2190416666666398,-15.4133333333333312,6, ,c
I,4756,279.7249999999999611,5.4499999999999992,1, ,f
N,4757,193.2084999999999732,-10.3104999999999986,5, ,c
I,4757,280.9829166666666276,-57.1669444444444365,2, ,d
N,4758,193.1839999999999732,15.8481111111111089,6, ,c
I,4758,281.5745833333332942,-65.7569444444444353,2, ,d
N,4759,193.2740416666666398,-9.2042499999999987,5,*,c
N,4759,193.2686666666666398,-9.1995833333333321,5,*,c
I,4759,281.4216666666666276,-63.0863888888888801,2, ,d
N,4760,193.2804166666666398,-10.4947222222222208,3, ,d
I,4760,281.4424999999999609,-62.9577777777777690,2, ,d
N,4761,193.2909166666666398,-9.1979722222222209,4,*,c
I,4761,280.9812499999999610,-52.8524999999999927,3, ,d
N,4762,193.2332916666666398,11.2303333333333318,8, ,c
I,4762,278.1142499999999614,67.8587777777777684,1,*,c
I,4762,278.1230833333332947,67.8572499999999906,1,*,c
I,4762,278.1187499999999614,67.8577777777777684,1,*,d
I,4763,278.3773749999999613,67.1369444444444351,4,*,c
N,4763,193.3633333333333065,-17.0058333333333310,4, ,d
N,4764,193.2774583333333065,-9.2578055555555543,3,*,c
I,4764,281.7812499999999609,-63.4844444444444356,2, ,d
N,4765,193.3109999999999732,4.4634444444444438,7, ,c
I,4765,281.8262499999999609,-63.3319444444444356,2, ,d
N,4766,193.2839583333333065,-10.3784166666666652,5, ,c
I,4766,281.8995833333332942,-63.2930555555555468,2, ,d
N,4767,193.4712499999999731,-39.7144444444444389,2, ,d
N,4767,193.2554166666666398,-39.8361111111111056,2, ,d
I,4767,281.9241666666666275,-63.4052777777777690,2, ,d
N,4767,193.6866666666666398,-39.8527777777777722,2, ,d
N,4768,193.3218749999999731,-9.5317777777777765,2,*,c
I,4768,280.2749999999999611,-5.6716666666666659,1,*,e
I,4768,280.4374999999999611,-5.5233333333333326,1,*,e
I,4768,280.4499999999999610,-5.4016666666666659,1,*,e
N,4769,193.3263333333333065,-9.5354444444444431,2,*,c
I,4769,281.9320833333332942,-63.1580555555555468,2, ,d
N,4770,193.3840416666666398,-9.5416666666666653,4,*,c
I,4770,282.0437499999999608,-63.3841666666666579,2, ,d
N,4771,193.3382083333333065,1.2689722222222220,6, ,c
I,4771,282.0995833333332942,-63.2486111111111023,2, ,d
I,4772,279.9854291666666278,40.0263111111111056,2, ,b
N,4772,193.3712499999999731,2.1683611111111108,7,*,c
N,4773,193.3994583333333065,-8.6455277777777766,2, ,c
N,4773,193.3997499999999731,-8.6389444444444432,5, ,c
I,4773,282.8387499999999607,-69.9255555555555458,2, ,d
N,4774,193.2747499999999732,36.8260833333333282,1, ,c
N,4774,193.2775416666666398,36.8185833333333282,7, ,c
I,4774,282.0433333333332942,-57.9358333333333253,2, ,d
I,4775,282.1099999999999608,-57.1838888888888809,2, ,d
N,4775,193.4412499999999731,-6.6219444444444435,3, ,d
N,4776,193.2686666666666398,-9.1995833333333321,5,*,c
I,4776,281.4617916666666276,-33.3432777777777731,5, ,c
N,4777,193.4936249999999731,-8.7758888888888877,5, ,c
I,4777,282.0466666666666275,-53.1472222222222148,2, ,d
N,4778,193.2740416666666398,-9.2042499999999987,5,*,c
I,4778,282.5016666666666274,-61.7191666666666581,2, ,d
N,4779,193.4618333333333065,9.7091944444444431,5, ,c
I,4779,282.6262499999999607,-63.0133333333333246,2, ,d
N,4780,193.5126249999999731,-8.6537777777777766,1, ,c
N,4780,193.5218333333333065,-8.6215555555555544,4, ,c
I,4780,282.4862499999999608,-59.2538888888888807,2, ,d
I,4781,282.9074999999999607,-62.7924999999999913,2, ,d
N,4781,193.5983333333333064,-10.5361111111111096,3, ,d
N,4782,193.6491666666666398,-12.5689166666666649,4, ,b
I,4782,282.7254166666666274,-55.4911111111111034,2, ,d
N,4783,193.6517416666666398,-12.5581972222222205,4, ,b
I,4783,282.8884166666666274,-58.8135555555555474,3, ,c
I,4784,283.2007499999999607,-63.2599444444444357,3,*,c
I,4784,283.2640416666666273,-63.2826944444444357,1,*,c
N,4784,193.6541666666666398,-10.6130555555555541,4, ,d
N,4785,193.3624999999999731,-48.7497222222222155,2, ,d
I,4785,283.2308333333332940,-59.2552777777777695,2, ,d
N,4786,193.6354166666666398,-6.8591666666666657,5, ,d
I,4786,283.1854166666666273,-56.6944444444444366,2, ,d
N,4787,193.5231666666666398,27.0681666666666629,6, ,c
I,4787,284.0179166666666272,-68.6824999999999905,2, ,d
N,4788,193.5668333333333064,27.3032222222222184,5, ,c
I,4788,283.6712499999999606,-63.4530555555555467,2, ,d
N,4789,193.5789166666666398,27.0677777777777740,8, ,c
N,4789,193.5224166666666398,27.1480833333333296,5, ,c
I,4789,284.0770833333332939,-68.5680555555555460,2, ,d
N,4789,193.5254166666666398,27.1480555555555518,1, ,d
N,4790,193.7164999999999731,-10.2480555555555541,5, ,c
I,4790,284.1333333333332939,-64.9283333333333243,2, ,d
N,4791,193.6829583333333064,8.0530083333333322,4, ,b
I,4791,282.2549166666666275,19.3309722222222195,2,*,c
N,4792,193.7652958333333064,-12.4970361111111094,2, ,b
I,4792,283.9245833333332939,-56.4038888888888811,2, ,d
N,4793,193.6696249999999731,28.9379166666666626,9, ,c
I,4793,284.2329166666666272,-61.4002777777777692,2, ,d
N,4794,193.7933333333333064,-12.6088888888888871,4, ,d
I,4794,284.2899999999999605,-62.0905555555555469,2, ,d
N,4795,193.7622624999999731,8.0657722222222211,7,*,b
I,4795,284.3183333333332938,-61.6097222222222137,2, ,d
N,4796,193.7696333333333064,8.0666999999999989,3,*,b
I,4796,284.1183333333332939,-54.2138888888888814,4, ,d
N,4797,193.7300833333333064,27.4123333333333295,6,*,c
I,4797,284.1270833333332939,-54.3055555555555480,3, ,d
N,4798,193.7300833333333064,27.4123333333333295,6,*,c
I,4798,284.5866666666666271,-62.1186111111111025,2, ,d
N,4799,193.8146249999999731,2.8962777777777774,5, ,c
I,4799,284.7362499999999605,-63.9313888888888800,2, ,d
N,4800,193.6574166666666398,46.5309166666666602,8, ,c
I,4800,284.6799999999999605,-63.1391666666666579,2, ,d
N,4801,193.6571499999999731,53.0899499999999926,3, ,b
I,4801,284.9108333333332938,-64.6747222222222132,2, ,d
I,4802,283.7797916666666273,-22.6981388888888857,2,*,c
N,4802,193.9574999999999731,-12.0555555555555539,3, ,d
I,4802,283.7749999999999606,-22.6716666666666635,1,*,e
N,4803,193.8902499999999731,8.2400277777777766,5, ,c
I,4803,285.1642916666666271,-62.0650833333333247,2,*,c
I,4804,285.2795833333332937,-61.8330555555555470,2, ,d
N,4804,193.9574999999999731,-12.0555555555555539,3, ,d
N,4805,193.8510833333333064,27.9804722222222183,2,*,c
I,4805,285.5049999999999603,-63.0472222222222135,2, ,d
I,4806,285.3774999999999604,-57.5322222222222142,2, ,d
N,4806,194.0520833333333064,-29.5033333333333292,2, ,d
N,4807,193.8717083333333064,27.5208333333333295,6, ,c
N,4807,193.8783333333333064,27.5430555555555517,1, ,d
I,4807,285.5724999999999603,-56.9305555555555476,2, ,d
N,4808,193.9544166666666397,4.3037777777777772,6,*,c
I,4808,285.2808333333332937,-45.3141666666666604,2, ,d
N,4809,193.7122083333333064,2.6526944444444441,6, ,c
I,4809,286.0237499999999603,-62.1941666666666580,2, ,d
N,4810,193.7132916666666398,2.6402777777777774,6, ,c
I,4810,285.7483333333332936,-56.1594444444444366,2, ,d
I,4811,286.4358333333332936,-67.1341666666666573,2, ,d
N,4811,194.2174999999999730,-41.7972222222222164,2, ,d
I,4812,285.2634583333332937,-37.0605277777777726,1,*,c
I,4812,285.2679999999999604,-37.0612777777777726,1,*,c
N,4812,194.2199999999999730,-41.8127777777777720,2, ,d
I,4812,285.2649999999999604,-37.0605555555555504,2,*,d
N,4813,194.1508333333333064,-6.8180555555555546,3, ,d
I,4813,286.4249999999999602,-66.5227777777777685,2, ,d
N,4814,193.8417499999999731,58.3438333333333252,4, ,c
I,4814,286.2470833333332936,-58.5797222222222141,2, ,d
I,4815,286.7137499999999602,-61.7011111111111025,2, ,d
N,4815,194.4958333333333063,-64.9599999999999910,2, ,e
I,4816,285.4604999999999604,-13.1618055555555537,2, ,c
I,4816,285.4607499999999604,-13.1617777777777759,1, ,c
N,4816,194.0507499999999730,27.7450277777777739,5, ,c
I,4816,285.4601249999999604,-13.1620555555555537,1, ,c
N,4817,194.1241124999999730,27.9400805555555517,3,*,b
I,4817,286.5512499999999602,-56.1591666666666589,3, ,d
N,4818,194.2037499999999730,-8.5249999999999988,4, ,d
I,4818,286.5124999999999602,-55.1363888888888812,2, ,d
N,4819,194.1170416666666397,26.9870833333333296,7, ,c
I,4819,286.7774999999999602,-59.4663888888888806,2, ,d
N,4820,194.2524999999999730,-13.7191666666666648,3,*,d
I,4820,287.3041666666666268,-63.4652777777777690,2, ,d
N,4821,194.1214166666666397,26.9566388888888851,4, ,c
I,4821,287.3841666666666268,-55.0161111111111035,3, ,d
I,4822,288.6870833333332932,-72.4402777777777677,2, ,d
N,4822,194.2654166666666397,-10.7622222222222207,3, ,d
I,4823,288.0661249999999600,-63.9761111111111022,2, ,c
I,4823,288.0580416666666267,-63.9836388888888800,2, ,c
N,4823,194.3567916666666397,-13.6988888888888870,2,*,c
I,4823,288.0583333333332933,-63.9799999999999911,1, ,e
N,4824,194.1515416666666397,27.4328333333333295,2,*,c
I,4824,288.3304166666666266,-62.0891111111111025,1, ,c
I,4824,288.3087499999999600,-62.0886111111111025,3, ,c
I,4825,289.3145833333332932,-72.7486111111111010,2, ,d
N,4825,194.3008333333333063,-13.6649999999999981,2,*,d
N,4826,194.1819208333333064,21.6826722222222192,10, ,b
I,4826,288.0879166666666267,-57.2019444444444365,2, ,d
I,4827,288.3380416666666266,-60.8599999999999915,3, ,c
N,4827,194.1818749999999730,27.1785277777777740,7, ,c
N,4828,194.1785708333333064,28.0200916666666628,4, ,b
I,4828,288.4197916666666266,-62.0820833333333247,3, ,c
N,4829,194.3519208333333063,-13.7376472222222203,3,*,b
I,4829,288.1395833333332933,-56.5397222222222144,2, ,d
I,4830,288.4529166666666266,-59.2944444444444362,3, ,d
N,4830,194.3658333333333063,-19.6913888888888862,3, ,d
I,4831,288.6832083333332932,-62.2720555555555469,3, ,c
N,4831,194.4033333333333063,-27.2919444444444407,3, ,d
N,4832,194.4470833333333063,-39.7611111111111056,2, ,d
I,4832,288.5149999999999599,-56.6094444444444366,2, ,d
N,4833,194.8969583333333063,-70.8754444444444346,2, ,c
I,4833,288.9232083333332932,-62.3292777777777691,3, ,c
N,4834,194.1048749999999730,52.2957499999999927,5, ,c
I,4834,289.1291666666666265,-64.0063888888888800,2, ,d
N,4835,194.5320833333333063,-46.2641666666666602,2, ,d
N,4835,194.3054166666666397,-46.3780555555555491,2, ,d
I,4835,288.8641666666666265,-58.2366666666666586,2, ,d
N,4836,194.3929041666666397,-12.7439166666666649,3, ,b
I,4836,289.0745833333332932,-60.1999999999999916,2, ,d
N,4837,194.2078749999999730,48.2997222222222155,3,*,c
N,4837,194.2000416666666397,48.2963055555555488,4,*,c
I,4837,288.8158333333332932,-54.1327777777777703,2, ,d
I,4837,288.8112499999999599,-54.6627777777777702,3, ,d
N,4838,194.4841249999999730,-13.0600833333333315,5,*,c
I,4838,289.1924999999999598,-61.6141666666666581,2, ,d
N,4839,194.3514583333333063,27.4975555555555517,8, ,c
I,4839,288.8920833333332932,-54.6261111111111035,2, ,d
N,4840,194.3869999999999730,27.6099166666666628,5, ,c
I,4840,288.9654166666666265,-56.2086111111111033,2, ,d
N,4841,194.3917083333333063,28.4821111111111072,7, ,c
N,4841,194.3834999999999730,28.4766388888888849,9, ,c
I,4841,290.1787499999999597,-72.2261111111111011,2, ,d
N,4842,194.3997916666666397,27.4928611111111073,6, ,c
N,4842,194.4010833333333063,27.4843055555555517,5, ,c
I,4842,289.8517916666666264,-60.6444722222222138,3, ,c
N,4843,194.5035416666666397,-3.6216944444444439,6, ,c
I,4843,289.8391666666666264,-59.3091666666666584,3, ,d
N,4844,194.5347916666666396,-13.0799166666666649,2,*,c
N,4844,194.4922083333333063,-13.0635277777777760,1,*,c
I,4844,289.7608333333332931,-56.0269444444444367,2, ,d
N,4845,194.5050416666666397,1.5758888888888887,8,*,c
I,4845,290.0937499999999597,-60.3897222222222138,2, ,d
N,4846,194.4487083333333063,36.3704166666666616,5, ,c
I,4846,289.1182916666666265,-9.0439722222222210,4, ,c
N,4847,194.6210833333333063,-13.1407222222222204,3, ,c
I,4847,290.8841666666666263,-65.5066666666666576,2, ,d
N,4848,194.5233333333333063,28.2426388888888850,10, ,c
I,4848,290.7254166666666263,-56.7805555555555477,2, ,d
N,4849,194.5567083333333063,26.4262222222222186,3,*,c
N,4849,194.5530833333333063,26.3966388888888852,8,*,c
I,4849,291.3999999999999595,-62.9327777777777690,2, ,d
N,4850,194.5908041666666396,27.9674749999999961,6, ,b
I,4850,290.1002916666666264,-0.13366666666666664810,2,*,c
N,4851,194.5902916666666396,28.1483888888888850,6,*,c
N,4851,194.5921666666666396,28.1519444444444405,3,*,c
I,4851,291.3716666666666262,-57.6711111111111031,3, ,d
I,4852,291.6066666666666262,-60.3363888888888805,2, ,d
N,4852,195.0374999999999729,-59.6133333333333251,2, ,e
N,4853,194.6468333333333063,27.5960277777777739,9, ,c
I,4853,292.6983333333332927,-71.0697222222222124,2, ,d
I,4854,291.8380833333332928,-59.3152777777777695,3,*,c
N,4854,194.6974999999999730,27.6741388888888850,5, ,c
I,4855,291.8380833333332928,-59.3152777777777695,3, ,c
N,4855,194.8266666666666396,-13.2308333333333315,4, ,d
I,4856,291.8770833333332928,-54.9086111111111035,2, ,d
N,4856,194.8383333333333063,-15.0422222222222201,4, ,d
I,4857,292.1619166666666261,-58.7683611111111029,3,*,c
I,4857,292.1295416666666261,-58.7872499999999918,1,*,c
N,4857,194.3258333333333063,70.2032777777777680,5, ,c
I,4858,292.1619166666666261,-58.7683611111111029,3, ,c
N,4858,194.7592916666666396,28.1155277777777739,7, ,c
I,4858,292.1295416666666261,-58.7872499999999918,1, ,c
N,4859,194.7578749999999730,26.8152777777777741,6, ,c
I,4859,292.6958333333332927,-66.3152777777777686,2, ,d
N,4860,194.7667083333333063,28.1228611111111072,5, ,c
I,4860,292.8658333333332927,-67.3688888888888795,2, ,d
N,4861,194.7585416666666396,34.8623333333333285,5,*,c
N,4861,194.7518333333333063,34.8455833333333285,4,*,c
I,4861,292.3191666666666261,-57.5763888888888809,2, ,d
N,4862,194.8787916666666396,-14.1320555555555536,5,*,c
I,4862,292.9170833333332927,-67.3236111111111018,2, ,d
I,4863,291.9635833333332928,-36.2176111111111061,1,*,c
N,4863,194.9271249999999729,-14.0296388888888869,6,*,c
I,4863,292.0897083333332928,-36.2021944444444394,1,*,c
I,4863,291.9669166666666261,-36.2160277777777727,1,*,c
I,4863,292.0938333333332928,-36.2025833333333283,1,*,c
I,4863,292.0916666666666261,-36.2022222222222172,1,*,d
I,4863,291.9645833333332928,-36.2166666666666616,3,*,d
N,4864,194.8047916666666396,27.9767222222222183,8, ,c
I,4864,295.0258333333332924,-77.5569444444444337,3, ,d
I,4865,292.7082916666666260,-46.6993888888888824,1,*,c
N,4865,194.8327499999999729,28.0840277777777739,8, ,c
I,4865,292.7107916666666260,-46.6973333333333268,1,*,c
I,4865,292.7095833333332927,-46.6983333333333268,1,*,d
N,4866,194.8629999999999729,14.1709722222222203,6, ,c
I,4866,293.6445833333332925,-61.1458333333333248,2, ,d
I,4867,291.6332249999999595,50.1253194444444375,6,*,b
N,4867,194.8138333333333063,27.9706388888888850,5, ,c
I,4868,293.3891499999999593,-45.8922083333333270,4,*,b
N,4868,194.7874583333333063,37.3099722222222170,8, ,c
N,4869,194.8474166666666396,27.9111111111111072,6, ,c
I,4869,294.0108333333332925,-61.0277777777777693,2, ,d
N,4870,194.8241666666666396,37.0479166666666615,2, ,c
I,4870,294.4083333333332924,-65.8116666666666575,3, ,d
I,4871,293.9262083333332925,-57.5190555555555476,3,*,c
N,4871,194.8750833333333063,27.9561111111111072,5, ,c
N,4872,194.8919583333333063,27.9465277777777739,7, ,c
I,4872,293.9262083333332925,-57.5190555555555476,3, ,c
I,4873,293.7277083333332925,-46.1357777777777714,3, ,c
N,4873,194.8866666666666396,27.9829444444444406,6, ,c
N,4874,194.8985833333333063,27.9592499999999961,10, ,c
I,4874,294.0887499999999592,-47.2655555555555490,2, ,d
N,4875,194.9078749999999729,27.9068888888888850,5, ,c
I,4875,294.4124999999999591,-52.0744444444444372,2, ,d
N,4876,194.9346249999999729,27.9124444444444406,7, ,c
I,4876,294.4291666666666258,-52.8424999999999927,2, ,d
N,4877,195.1098333333333062,-15.2835833333333312,4, ,c
I,4877,294.4829166666666258,-51.9908333333333261,2, ,d
N,4878,195.0843333333333062,-6.1044166666666658,4,*,c
I,4878,294.7066666666666257,-58.2274999999999919,2, ,d
N,4878,193.8095833333333064,-6.1202777777777769,1,*,d
N,4879,195.1067083333333062,-6.1112222222222214,1,*,c
I,4879,294.9033333333332924,-52.3686111111111038,2, ,d
N,4880,195.0440416666666396,12.4831388888888872,5, ,c
I,4880,295.1274999999999590,-56.4094444444444366,2, ,d
N,4881,194.9905749999999729,28.2464611111111072,12, ,b
I,4881,295.1074999999999590,-55.8574999999999922,2, ,d
N,4882,195.0190416666666396,27.9869999999999961,5, ,c
I,4882,295.0970833333332923,-55.1969444444444368,2, ,d
N,4883,194.9831666666666396,28.0339999999999961,6, ,c
I,4883,295.5016666666666256,-55.5447222222222145,2, ,d
N,4884,195.0336249999999729,27.9764999999999961,7, ,c
I,4884,295.6720833333332923,-58.1286111111111030,2, ,d
N,4885,195.1408333333333062,-6.8533333333333324,2, ,d
I,4885,295.9649999999999589,-60.6511111111111027,2, ,d
I,4886,295.8107916666666256,-51.8075555555555484,3, ,c
N,4886,195.0187916666666396,27.9866944444444406,6, ,c
N,4887,195.1632083333333062,-14.6665555555555535,4, ,c
I,4887,297.0874999999999587,-69.5866666666666570,2, ,d
I,4888,296.2174999999999589,-54.4561111111111035,2, ,d
N,4888,195.1512499999999729,-6.0752777777777769,3,*,d
N,4889,195.0336249999999729,27.9764999999999961,7, ,c
I,4889,296.3136666666666255,-54.3440833333333258,4,*,c
N,4890,195.1624999999999729,-4.6041666666666660,3, ,d
I,4890,296.3966666666666255,-56.5449999999999921,2, ,d
I,4891,296.3136666666666255,-54.3440833333333258,4, ,c
N,4891,195.1957916666666396,-13.4259444444444426,1,*,c
N,4892,195.0148333333333062,26.8977499999999963,6, ,c
I,4892,297.3812499999999587,-70.2269444444444347,3, ,d
N,4893,194.9984999999999729,37.1933972222222171,4,*,b
N,4893,194.9994166666666396,37.1875833333333282,4,*,c
I,4893,297.6366666666666253,-72.5094444444444344,2, ,d
I,4894,296.7462083333332921,-51.8468333333333261,3, ,c
N,4894,195.0687916666666396,27.9668611111111072,4,*,c
N,4895,195.0747916666666396,28.2019166666666627,6, ,c
I,4895,296.2370833333332922,-14.8066388888888868,6,*,c
N,4895,195.0380833333333062,28.1702499999999961,4, ,c
N,4896,195.1280458333333062,28.3455916666666627,8, ,b
I,4896,297.2712499999999587,-58.9813888888888807,2, ,d
N,4897,195.2207916666666396,-13.4503333333333315,4,*,c
I,4897,297.3324999999999587,-51.8686111111111039,2, ,d
I,4898,296.1915416666666255,-33.5342777777777731,2,*,c
N,4898,195.0736666666666396,27.9550555555555517,5, ,c
N,4898,195.0758333333333062,27.9547222222222183,1, ,d
N,4898,195.0733333333333062,27.9547222222222183,2, ,d
I,4898,296.9416666666666254,-33.3199999999999954,1,*,e
N,4899,195.2358333333333062,-13.9447222222222203,4, ,d
I,4899,298.6058333333332919,-70.5897222222222124,2, ,d
N,4900,195.1628749999999729,2.5001388888888885,9, ,c
I,4900,297.5974999999999587,-51.3411111111111040,1, ,d
I,4900,297.5924999999999587,-51.3461111111111040,2, ,d
N,4901,194.9850374999999729,47.2055388888888823,4, ,b
I,4901,298.5970833333332919,-58.7136111111111030,2, ,d
I,4902,298.5995833333332919,-56.3783333333333255,2, ,d
N,4902,195.2487499999999729,-14.5138888888888869,7, ,d
N,4903,195.3454166666666395,-30.9344444444444401,2, ,d
I,4903,299.5558333333332917,-70.4536111111111013,2, ,d
N,4904,195.2446249999999729,-0.02783333333333332947,10, ,c
I,4904,299.6616666666666250,-70.1838888888888791,2, ,d
N,4905,195.3774999999999729,-30.8677777777777735,2, ,d
I,4905,299.0254166666666251,-61.2208333333333248,2, ,d
N,4906,195.1654166666666396,27.9236944444444406,6, ,c
I,4906,299.1987499999999584,-60.4683333333333249,2, ,d
N,4907,195.2026249999999729,28.1574166666666628,7, ,c
I,4907,299.0529166666666251,-52.4527777777777705,2, ,d
N,4908,195.2270083333333062,28.0072333333333294,9,*,b
I,4908,299.2349999999999584,-55.7911111111111034,2, ,d
N,4909,195.5070833333333062,-42.7719444444444385,2, ,d
I,4909,299.1883333333332918,-50.0549999999999930,2, ,d
N,4910,194.5050416666666397,1.5758888888888887,8,*,c
I,4910,299.4454166666666251,-56.8627777777777699,2, ,d
N,4911,195.2337916666666396,27.7904166666666628,6, ,c
N,4911,195.2247083333333062,27.7843333333333295,1, ,c
I,4911,299.4237499999999584,-51.9858333333333261,2, ,d
